A_72_P000091,A_24_P192914
A_72_P185206,A_24_P350683
A_72_P185231,A_33_P3365357
A_72_P185231,A_23_P251562
A_72_P185236,A_33_P3350202
A_72_P185246,A_33_P3221303
A_72_P185261,A_23_P357860
A_72_P185266,A_23_P60079
A_72_P185271,A_23_P129169
A_72_P185276,A_33_P3334773
A_72_P185281,A_23_P111155
A_72_P185296,A_23_P215913
A_72_P185311,A_24_P160001
A_72_P185311,A_33_P3227345
A_72_P185311,A_32_P50522
A_72_P185311,A_23_P397238
A_72_P185321,A_24_P394533
A_72_P185331,A_23_P126735
A_72_P185336,A_23_P39602
A_72_P185336,A_33_P3270009
A_72_P185341,A_23_P214638
A_72_P185351,A_23_P139635
A_72_P185376,A_24_P365721
A_72_P185941,A_23_P137665
A_72_P186236,A_23_P217564
A_72_P186241,A_33_P3376493
A_72_P186241,A_23_P62309
A_72_P186581,A_33_P3389917
A_72_P186581,A_23_P200936
A_72_P186581,A_24_P67806
A_72_P186596,A_24_P320033
A_72_P186611,A_23_P89132
A_72_P186671,A_33_P3361067
A_72_P186746,A_23_P379550
A_72_P186761,A_24_P288424
A_72_P186806,A_33_P3309526
A_72_P186806,A_33_P3364821
A_72_P186806,A_33_P3364811
A_72_P186806,A_33_P3364808
A_72_P186806,A_23_P12392
A_72_P187026,A_24_P146211
A_72_P187051,A_23_P119562
A_72_P187076,A_33_P3291484
A_72_P187076,A_23_P435601
A_72_P187146,A_23_P121686
A_72_P187176,A_33_P3555937
A_72_P187176,A_33_P3318322
A_72_P187361,A_33_P3248765
A_72_P187361,A_23_P46627
A_72_P187756,A_23_P416894
A_72_P187756,A_33_P3280694
A_72_P188481,A_24_P372012
A_72_P188481,A_23_P215419
A_72_P188606,A_24_P363679
A_72_P188656,A_23_P436117
A_72_P189036,A_23_P96383
A_72_P189041,A_23_P97423
A_72_P189126,A_23_P69030
A_72_P189146,A_23_P209740
A_72_P189156,A_23_P11664
A_72_P189156,A_33_P3369550
A_72_P189156,A_33_P3293114
A_72_P189266,A_33_P3340769
A_72_P189731,A_24_P219266
A_72_P189831,A_23_P40693
A_72_P189956,A_23_P372848
A_72_P189996,A_23_P12620
A_72_P190121,A_24_P355944
A_72_P190271,A_23_P393425
A_72_P190326,A_24_P191790
A_72_P190616,A_23_P68717
A_72_P190641,A_33_P3380211
A_72_P190641,A_23_P309261
A_72_P190641,A_23_P123108
A_72_P191126,A_24_P62860
A_72_P191531,A_23_P133345
A_72_P191536,A_33_P3390731
A_72_P191886,A_23_P62605
A_72_P191991,A_33_P3372869
A_72_P192062,A_23_P218047
A_72_P192122,A_23_P94860
A_72_P192607,A_23_P71537
A_72_P192662,A_23_P133629
A_72_P192662,A_24_P913227
A_72_P192717,A_33_P3298539
A_72_P192717,A_23_P203191
A_72_P192727,A_23_P30254
A_72_P192882,A_23_P338890
A_72_P193007,A_33_P3500167
A_72_P193007,A_23_P307310
A_72_P193007,A_33_P3218741
A_72_P193087,A_23_P99515
A_72_P193777,A_23_P77779
A_72_P194152,A_33_P3237699
A_72_P194152,A_33_P3281532
A_72_P194152,A_24_P114339
A_72_P194682,A_23_P44569
A_72_P194762,A_23_P380181
A_72_P194762,A_33_P3298425
A_72_P194787,A_23_P169154
A_72_P194882,A_23_P14804
A_72_P195032,A_23_P317465
A_72_P195247,A_23_P58877
A_72_P195267,A_33_P3273063
A_72_P195267,A_23_P31055
A_72_P195327,A_23_P84775
A_72_P195342,A_23_P165333
A_72_P195462,A_24_P192994
A_72_P195557,A_23_P104199
A_72_P195687,A_23_P357860
A_72_P196052,A_33_P3255404
A_72_P196147,A_24_P27412
A_72_P196362,A_33_P3410459
A_72_P196522,A_23_P374351
A_72_P196747,A_24_P302802
A_72_P196782,A_24_P181055
A_72_P196782,A_33_P3309289
A_72_P196892,A_23_P151634
A_72_P196937,A_23_P58132
A_72_P197027,A_32_P375286
A_72_P197087,A_24_P373152
A_72_P197132,A_24_P538478
A_72_P197137,A_32_P32739
A_72_P197232,A_23_P51580
A_72_P197872,A_23_P250245
A_72_P197872,A_33_P3417215
A_72_P197885,A_23_P74716
A_72_P197885,A_33_P3354723
A_72_P197892,A_23_P110661
A_72_P197912,A_32_P37360
A_72_P197942,A_23_P65442
A_72_P197942,A_23_P354547
A_72_P198087,A_33_P3302255
A_72_P198087,A_24_P381604
A_72_P198177,A_23_P8281
A_72_P198352,A_23_P257503
A_72_P198402,A_23_P114839
A_72_P198457,A_23_P329573
A_72_P198657,A_33_P3270019
A_72_P198657,A_23_P428999
A_72_P199102,A_23_P115919
A_72_P199147,A_23_P363778
A_72_P199317,A_24_P188325
A_72_P199317,A_23_P148798
A_72_P199362,A_23_P43049
A_72_P199542,A_33_P3307253
A_72_P199542,A_24_P342632
A_72_P199672,A_23_P60579
A_72_P199677,A_33_P3313030
A_72_P199682,A_32_P206949
A_72_P199747,A_33_P3253682
A_72_P199772,A_33_P3255404
A_72_P199887,A_33_P3361412
A_72_P199887,A_23_P388900
A_72_P200087,A_23_P146294
A_72_P200087,A_33_P3214988
A_72_P200087,A_19_P00322059
A_72_P200132,A_23_P406521
A_72_P200132,A_33_P3244610
A_72_P200477,A_23_P37068
A_72_P201347,A_23_P17438
A_72_P201347,A_33_P3397288
A_72_P201402,A_23_P402176
A_72_P201732,A_23_P52121
A_72_P201752,A_23_P59397
A_72_P201767,A_23_P212511
A_72_P201997,A_33_P3212109
A_72_P202062,A_23_P214411
A_72_P202197,A_23_P201567
A_72_P202197,A_33_P3329834
A_72_P202437,A_33_P3382924
A_72_P202587,A_33_P3329098
A_72_P202587,A_23_P215037
A_72_P202587,A_32_P219368
A_72_P202722,A_33_P3297141
A_72_P202742,A_23_P148308
A_72_P202742,A_33_P3349827
A_72_P202872,A_24_P331904
A_72_P202932,A_23_P258093
A_72_P203022,A_23_P141960
A_72_P203052,A_24_P333663
A_72_P203052,A_23_P3204
A_72_P203077,A_24_P277657
A_72_P203157,A_23_P205031
A_72_P203192,A_23_P90062
A_72_P203272,A_23_P81690
A_72_P203397,A_24_P379693
A_72_P203542,A_23_P72138
A_72_P203567,A_23_P84565
A_72_P203682,A_23_P259621
A_72_P203682,A_33_P3294961
A_72_P203842,A_23_P428219
A_72_P203887,A_33_P3418158
A_72_P203887,A_23_P252783
A_72_P203967,A_33_P3384108
A_72_P203967,A_33_P3265549
A_72_P204037,A_33_P3396370
A_72_P204132,A_23_P301414
A_72_P204177,A_24_P149124
A_72_P204492,A_33_P3349693
A_72_P204492,A_32_P92505
A_72_P204492,A_24_P66337
A_72_P204657,A_23_P18276
A_72_P204677,A_23_P26336
A_72_P204682,A_32_P113436
A_72_P204682,A_32_P8015
A_72_P204682,A_32_P216426
A_72_P204682,A_32_P19431
A_72_P204682,A_33_P3384260
A_72_P204682,A_32_P42197
A_72_P204692,A_23_P330999
A_72_P204692,A_33_P3253070
A_72_P204897,A_23_P139198
A_72_P205067,A_33_P3257973
A_72_P205372,A_23_P408167
A_72_P205377,A_23_P364613
A_72_P205482,A_23_P122815
A_72_P205557,A_33_P3373469
A_72_P205557,A_24_P42681
A_72_P205572,A_23_P131816
A_72_P205582,A_23_P168567
A_72_P205722,A_33_P3366987
A_72_P205722,A_23_P158925
A_72_P205732,A_23_P367405
A_72_P205757,A_24_P98411
A_72_P205937,A_23_P211627
A_72_P206187,A_23_P23575
A_72_P206352,A_23_P75453
A_72_P206352,A_33_P3414058
A_72_P206462,A_23_P111753
A_72_P206482,A_23_P126836
A_72_P206837,A_23_P154108
A_72_P206962,A_33_P3217238
A_72_P207302,A_23_P108294
A_72_P207317,A_23_P257503
A_72_P207397,A_23_P320159
A_72_P207397,A_33_P3400057
A_72_P207457,A_24_P347378
A_72_P207667,A_23_P23074
A_72_P207802,A_23_P200780
A_72_P207907,A_24_P328872
A_72_P207942,A_33_P3298577
A_72_P207942,A_33_P3780901
A_72_P208097,A_23_P115161
A_72_P208097,A_33_P3421923
A_72_P208142,A_24_P45446
A_72_P208142,A_24_P280664
A_72_P208172,A_23_P99027
A_72_P208377,A_24_P173823
A_72_P208377,A_23_P62953
A_72_P208377,A_24_P247849
A_72_P208377,A_33_P3255664
A_72_P208637,A_33_P3377060
A_72_P208637,A_33_P3396692
A_72_P208637,A_24_P544882
A_72_P208672,A_23_P79703
A_72_P208897,A_23_P128783
A_72_P209002,A_33_P3346866
A_72_P209002,A_24_P67929
A_72_P209077,A_23_P138168
A_72_P209257,A_23_P257423
A_72_P209287,A_23_P34402
A_72_P209297,A_24_P133584
A_72_P209407,A_33_P3413993
A_72_P209407,A_33_P3413989
A_72_P209407,A_23_P139123
A_72_P209407,A_33_P3413987
A_72_P209552,A_33_P3275801
A_72_P209817,A_32_P37360
A_72_P209977,A_23_P374695
A_72_P209997,A_23_P106002
A_72_P210017,A_23_P92895
A_72_P210052,A_33_P3404411
A_72_P210052,A_23_P117274
A_72_P210232,A_23_P114929
A_72_P210332,A_24_P259922
A_72_P210412,A_23_P136978
A_72_P210427,A_23_P119042
A_72_P210442,A_23_P48977
A_72_P210457,A_23_P156880
A_72_P210457,A_32_P192376
A_72_P210527,A_23_P117602
A_72_P210572,A_23_P117261
A_72_P210642,A_23_P142590
A_72_P211027,A_24_P295010
A_72_P211202,A_33_P3262814
A_72_P211217,A_23_P154688
A_72_P211302,A_23_P112026
A_72_P211422,A_33_P3236177
A_72_P211422,A_23_P205531
A_72_P211447,A_23_P376488
A_72_P211467,A_23_P108244
A_72_P211857,A_23_P328206
A_72_P212317,A_23_P31721
A_72_P212567,A_23_P151506
A_72_P212947,A_23_P35354
A_72_P213032,A_23_P7172
A_72_P213257,A_23_P201655
A_72_P213257,A_23_P74828
A_72_P213302,A_23_P257503
A_72_P213447,A_23_P123228
A_72_P213487,A_33_P3231277
A_72_P213487,A_24_P56388
A_72_P213492,A_23_P123622
A_72_P213542,A_23_P76622
A_72_P213547,A_23_P349398
A_72_P213562,A_23_P114307
A_72_P213567,A_23_P64611
A_72_P213587,A_23_P114307
A_72_P213782,A_32_P126311
A_72_P213852,A_33_P3378665
A_72_P213937,A_33_P3349646
A_72_P214012,A_33_P3359219
A_72_P214012,A_23_P322845
A_72_P214052,A_24_P944616
A_72_P214052,A_33_P3414695
A_72_P214347,A_24_P36847
A_72_P214692,A_32_P208178
A_72_P214692,A_23_P144497
A_72_P214692,A_32_P58074
A_72_P214912,A_23_P31073
A_72_P214912,A_33_P3311795
A_72_P214947,A_33_P3214550
A_72_P215557,A_23_P92629
A_72_P215797,A_24_P294982
A_72_P215932,A_23_P162322
A_72_P215942,A_24_P120346
A_72_P216007,A_23_P121250
A_72_P216007,A_33_P3227217
A_72_P216272,A_23_P156852
A_72_P216397,A_33_P3421759
A_72_P216397,A_24_P67142
A_72_P216397,A_23_P402733
A_72_P216397,A_33_P3421748
A_72_P216427,A_23_P102404
A_72_P216567,A_23_P5601
A_72_P216957,A_23_P25735
A_72_P217087,A_24_P98277
A_72_P217087,A_23_P71440
A_72_P217277,A_23_P75288
A_72_P217357,A_23_P91221
A_72_P217357,A_33_P3310293
A_72_P217607,A_33_P3296169
A_72_P217607,A_23_P251421
A_72_P217632,A_33_P3401322
A_72_P217642,A_23_P36753
A_72_P217642,A_24_P227450
A_72_P218897,A_23_P435521
A_72_P218897,A_33_P3370305
A_72_P218897,A_32_P101860
A_72_P219402,A_23_P502312
A_72_P219577,A_32_P117812
A_72_P219577,A_23_P117734
A_72_P219807,A_33_P3360665
A_72_P219807,A_23_P79221
A_72_P220166,A_23_P128147
A_72_P220692,A_23_P117424
A_72_P220807,A_24_P109633
A_72_P221012,A_24_P763243
A_72_P221012,A_32_P47701
A_72_P221107,A_24_P303097
A_72_P221107,A_23_P18641
A_72_P221182,A_24_P53976
A_72_P221287,A_24_P886040
A_72_P222172,A_32_P205637
A_72_P222172,A_33_P3227457
A_72_P222972,A_24_P886040
A_72_P223117,A_23_P207517
A_72_P223157,A_24_P396994
A_72_P223167,A_23_P39386
A_72_P223172,A_23_P93217
A_72_P223187,A_23_P206733
A_72_P223187,A_33_P3241269
A_72_P223187,A_33_P3389704
A_72_P223194,A_24_P363005
A_72_P223194,A_24_P926684
A_72_P223197,A_23_P30603
A_72_P223212,A_33_P3244021
A_72_P223212,A_33_P3272527
A_72_P223227,A_24_P342511
A_72_P223227,A_19_P00320974
A_72_P223227,A_19_P00320972
A_72_P223227,A_19_P00316238
A_72_P223227,A_33_P3317523
A_72_P223232,A_33_P3244843
A_72_P223252,A_23_P108699
A_72_P223252,A_33_P3279600
A_72_P223257,A_24_P286013
A_72_P223267,A_23_P37359
A_72_P223267,A_33_P3300032
A_72_P223272,A_23_P122924
A_72_P223282,A_23_P167308
A_72_P223287,A_33_P3372910
A_72_P223287,A_33_P3418170
A_72_P223297,A_33_P3392447
A_72_P223302,A_23_P502470
A_72_P223302,A_33_P3233841
A_72_P223302,A_33_P3233843
A_72_P223302,A_32_P223777
A_72_P223302,A_33_P3233834
A_72_P223302,A_33_P3287338
A_72_P223307,A_33_P3427102
A_72_P223317,A_23_P105138
A_72_P223322,A_23_P65442
A_72_P223322,A_23_P354547
A_72_P223327,A_23_P58770
A_72_P223342,A_23_P71774
A_72_P223352,A_23_P103588
A_72_P223357,A_23_P113572
A_72_P223362,A_23_P163402
A_72_P223367,A_23_P151975
A_72_P223372,A_23_P257478
A_72_P223372,A_33_P3411279
A_72_P223377,A_24_P373174
A_72_P223382,A_23_P110403
A_72_P223382,A_33_P3419383
A_72_P223387,A_33_P3292387
A_72_P223392,A_33_P3341676
A_72_P223412,A_33_P3373375
A_72_P223412,A_23_P13425
A_72_P223437,A_33_P3230976
A_72_P223437,A_23_P133755
A_72_P223442,A_23_P301942
A_72_P223467,A_24_P198844
A_72_P223467,A_33_P3268464
A_72_P223467,A_33_P3268466
A_72_P223472,A_33_P3367171
A_72_P223472,A_24_P304311
A_72_P223482,A_33_P3317664
A_72_P223482,A_33_P3363645
A_72_P223482,A_23_P58482
A_72_P223482,A_33_P3416814
A_72_P223487,A_23_P353524
A_72_P223492,A_33_P3415037
A_72_P223492,A_32_P41292
A_72_P223497,A_23_P26810
A_72_P223497,A_33_P3315764
A_72_P223507,A_23_P53176
A_72_P223517,A_23_P215790
A_72_P223517,A_33_P3351955
A_72_P223527,A_24_P22079
A_72_P223532,A_33_P3240767
A_72_P223532,A_23_P92025
A_72_P223537,A_23_P88404
A_72_P223542,A_33_P3393311
A_72_P223542,A_23_P211543
A_72_P223552,A_33_P3294986
A_72_P223557,A_23_P80491
A_72_P223567,A_32_P203917
A_72_P223577,A_24_P185854
A_72_P223577,A_33_P3284763
A_72_P223582,A_23_P74178
A_72_P223582,A_33_P3360249
A_72_P223587,A_23_P125829
A_72_P223602,A_33_P3226910
A_72_P223602,A_23_P425176
A_72_P223607,A_23_P162746
A_72_P223612,A_24_P395814
A_72_P223612,A_23_P27709
A_72_P223612,A_23_P218505
A_72_P223612,A_23_P4899
A_72_P223617,A_23_P94736
A_72_P223627,A_33_P3309271
A_72_P223627,A_24_P106591
A_72_P223632,A_24_P191326
A_72_P223637,A_24_P91832
A_72_P223647,A_23_P73837
A_72_P223652,A_23_P114839
A_72_P223662,A_33_P3265189
A_72_P223667,A_23_P103398
A_72_P223672,A_24_P318656
A_72_P223682,A_24_P124624
A_72_P223692,A_23_P162589
A_72_P223697,A_23_P109143
A_72_P223702,A_23_P106174
A_72_P223702,A_23_P205686
A_72_P223712,A_24_P31627
A_72_P223722,A_23_P127175
A_72_P223722,A_24_P158421
A_72_P223727,A_23_P14892
A_72_P223737,A_23_P255331
A_72_P223742,A_23_P79703
A_72_P223747,A_32_P347617
A_72_P223767,A_33_P3223592
A_72_P223772,A_23_P104199
A_72_P223782,A_23_P36513
A_72_P223782,A_33_P3340254
A_72_P223792,A_23_P343398
A_72_P223797,A_23_P35529
A_72_P223807,A_33_P3226985
A_72_P223817,A_23_P19663
A_72_P223822,A_23_P9362
A_72_P223837,A_23_P59005
A_72_P223842,A_33_P3384287
A_72_P223847,A_23_P75921
A_72_P223852,A_24_P242688
A_72_P223857,A_33_P3396244
A_72_P223857,A_23_P58169
A_72_P223862,A_33_P3329013
A_72_P223862,A_33_P3352467
A_72_P223867,A_24_P193093
A_72_P223877,A_23_P47665
A_72_P223882,A_23_P77145
A_72_P223892,A_23_P62081
A_72_P223912,A_23_P51711
A_72_P223917,A_23_P55749
A_72_P223927,A_23_P62115
A_72_P223932,A_24_P233488
A_72_P223932,A_24_P122137
A_72_P223942,A_23_P60296
A_72_P223947,A_33_P3303414
A_72_P223952,A_23_P33196
A_72_P223962,A_23_P20316
A_72_P224012,A_23_P165333
A_72_P224042,A_33_P3359017
A_72_P224042,A_23_P39315
A_72_P224042,A_24_P42693
A_72_P224092,A_33_P3410459
A_72_P224097,A_23_P212497
A_72_P224112,A_33_P3372941
A_72_P224317,A_23_P349416
A_72_P224317,A_33_P3280471
A_72_P225307,A_23_P216017
A_72_P225307,A_33_P3397486
A_72_P225322,A_23_P11915
A_72_P225392,A_23_P134809
A_72_P225837,A_24_P18802
A_72_P225882,A_23_P349398
A_72_P225909,A_23_P81760
A_72_P225909,A_33_P3217507
A_72_P225909,A_33_P3369239
A_72_P225909,A_24_P941322
A_72_P225962,A_33_P3339253
A_72_P225962,A_19_P00316423
A_72_P226012,A_23_P211445
A_72_P226042,A_23_P34676
A_72_P226042,A_33_P3286873
A_72_P226102,A_23_P40025
A_72_P226117,A_19_P00805047
A_72_P226117,A_33_P3233981
A_72_P226122,A_33_P3215078
A_72_P226147,A_23_P102832
A_72_P226222,A_23_P165494
A_72_P226296,A_23_P38271
A_72_P226427,A_23_P34968
A_72_P226527,A_32_P42925
A_72_P226568,A_24_P336759
A_72_P226582,A_24_P411899
A_72_P226592,A_23_P157215
A_72_P226592,A_33_P3216237
A_72_P226602,A_33_P3280531
A_72_P226697,A_23_P53646
A_72_P226722,A_23_P394605
A_72_P226722,A_33_P3331085
A_72_P226722,A_33_P3331080
A_72_P226797,A_24_P330691
A_72_P226797,A_23_P118435
A_72_P226832,A_33_P3306510
A_72_P227002,A_23_P23748
A_72_P227017,A_33_P3259339
A_72_P227037,A_24_P255218
A_72_P227067,A_23_P201400
A_72_P227527,A_23_P50250
A_72_P227562,A_23_P110492
A_72_P227607,A_23_P61674
A_72_P227702,A_24_P245358
A_72_P227777,A_23_P35883
A_72_P228077,A_23_P108785
A_72_P228077,A_33_P3399474
A_72_P228127,A_24_P373152
A_72_P228207,A_23_P85164
A_72_P228207,A_32_P161166
A_72_P228297,A_33_P3359115
A_72_P228302,A_33_P3288017
A_72_P228342,A_33_P3210343
A_72_P228342,A_33_P3356325
A_72_P228377,A_23_P36753
A_72_P228377,A_24_P227450
A_72_P228457,A_32_P95729
A_72_P228572,A_24_P253827
A_72_P228847,A_23_P207400
A_72_P228872,A_23_P326844
A_72_P228872,A_23_P163173
A_72_P228897,A_23_P106241
A_72_P228947,A_33_P3265606
A_72_P229107,A_23_P17190
A_72_P229207,A_23_P154938
A_72_P229287,A_24_P216087
A_72_P229497,A_23_P102242
A_72_P229932,A_23_P86550
A_72_P229977,A_33_P3225600
A_72_P229977,A_24_P400172
A_72_P229977,A_19_P00315584
A_72_P230067,A_33_P3298535
A_72_P230067,A_23_P143414
A_72_P230212,A_23_P38041
A_72_P230302,A_23_P128967
A_72_P230502,A_33_P3302255
A_72_P230502,A_24_P381604
A_72_P230567,A_33_P3418833
A_72_P230892,A_23_P362893
A_72_P231112,A_24_P406060
A_72_P231402,A_24_P260101
A_72_P231402,A_33_P3290707
A_72_P231402,A_33_P3370094
A_72_P231447,A_23_P80032
A_72_P231452,A_23_P131935
A_72_P231452,A_24_P365506
A_72_P231602,A_33_P3341189
A_72_P231602,A_23_P148446
A_72_P231727,A_24_P188071
A_72_P231757,A_33_P3312039
A_72_P231757,A_24_P398092
A_72_P231757,A_19_P00811441
A_72_P232142,A_24_P242299
A_72_P232192,A_33_P3322274
A_72_P232192,A_24_P54174
A_72_P232197,A_23_P202392
A_72_P232202,A_23_P6771
A_72_P232207,A_33_P3227284
A_72_P232217,A_24_P387437
A_72_P232227,A_33_P3306624
A_72_P232232,A_23_P66543
A_72_P232237,A_23_P137103
A_72_P232242,A_24_P415150
A_72_P232247,A_23_P361405
A_72_P232247,A_33_P3273624
A_72_P232257,A_23_P28834
A_72_P232257,A_33_P3289371
A_72_P232267,A_23_P252236
A_72_P232272,A_23_P109881
A_72_P232277,A_23_P54144
A_72_P232282,A_23_P13907
A_72_P232287,A_33_P3345036
A_72_P232292,A_23_P23850
A_72_P232292,A_23_P138139
A_72_P232302,A_33_P3261620
A_72_P232317,A_32_P86289
A_72_P232317,A_23_P37410
A_72_P232317,A_33_P3351371
A_72_P232317,A_24_P920646
A_72_P232327,A_23_P110184
A_72_P232332,A_23_P57868
A_72_P232347,A_23_P425681
A_72_P232357,A_23_P31765
A_72_P232367,A_32_P87013
A_72_P232372,A_23_P71752
A_72_P232372,A_24_P278172
A_72_P232402,A_23_P395534
A_72_P232407,A_23_P254989
A_72_P232412,A_23_P146798
A_72_P232417,A_23_P402765
A_72_P232422,A_33_P3332112
A_72_P232422,A_23_P63896
A_72_P232422,A_33_P3381127
A_72_P232427,A_23_P48717
A_72_P232432,A_24_P148717
A_72_P232437,A_23_P8834
A_72_P232447,A_23_P205900
A_72_P232447,A_32_P141969
A_72_P232447,A_33_P3260134
A_72_P232452,A_23_P317105
A_72_P232457,A_23_P41114
A_72_P232462,A_33_P3374833
A_72_P232467,A_33_P3423610
A_72_P232467,A_23_P83463
A_72_P232472,A_23_P257815
A_72_P232477,A_24_P412156
A_72_P232477,A_33_P3712341
A_72_P232477,A_33_P3372840
A_72_P232477,A_23_P202448
A_72_P232497,A_19_P00802952
A_72_P232502,A_23_P92928
A_72_P232507,A_24_P146683
A_72_P232517,A_33_P3272209
A_72_P232522,A_24_P8165
A_72_P232527,A_23_P137697
A_72_P232527,A_33_P3339100
A_72_P232533,A_24_P32935
A_72_P232533,A_23_P47709
A_72_P232547,A_23_P304897
A_72_P232552,A_33_P3335940
A_72_P232552,A_33_P3335935
A_72_P232552,A_23_P434900
A_72_P232557,A_23_P55936
A_72_P232562,A_33_P3323945
A_72_P232572,A_24_P53976
A_72_P232577,A_23_P250302
A_72_P232582,A_23_P7560
A_72_P232592,A_23_P155868
A_72_P232597,A_23_P359245
A_72_P232602,A_19_P00318418
A_72_P232612,A_23_P381351
A_72_P232612,A_23_P207154
A_72_P232612,A_24_P211044
A_72_P232612,A_23_P344408
A_72_P232612,A_23_P207194
A_72_P232612,A_23_P207174
A_72_P232617,A_23_P338479
A_72_P232617,A_33_P3381513
A_72_P232622,A_23_P18246
A_72_P232632,A_23_P40096
A_72_P232632,A_33_P3379922
A_72_P232637,A_33_P3298326
A_72_P232652,A_23_P157809
A_72_P232657,A_23_P60727
A_72_P232657,A_32_P192692
A_72_P232657,A_24_P156490
A_72_P232662,A_33_P3229288
A_72_P232667,A_24_P116710
A_72_P232672,A_23_P8981
A_72_P232692,A_23_P257111
A_72_P232697,A_23_P110811
A_72_P232707,A_23_P2601
A_72_P232712,A_23_P54692
A_72_P232712,A_33_P3318642
A_72_P232717,A_23_P204702
A_72_P232717,A_24_P355876
A_72_P232722,A_33_P3878772
A_72_P232732,A_23_P161218
A_72_P232737,A_24_P405298
A_72_P232737,A_24_P396720
A_72_P232742,A_33_P3221989
A_72_P232747,A_24_P132518
A_72_P232747,A_33_P3241756
A_72_P232752,A_24_P47182
A_72_P232757,A_23_P5853
A_72_P232757,A_33_P3232203
A_72_P232762,A_23_P208747
A_72_P232777,A_33_P3389286
A_72_P232782,A_23_P164141
A_72_P232792,A_23_P62901
A_72_P232802,A_23_P430728
A_72_P232807,A_23_P100795
A_72_P232807,A_24_P116805
A_72_P232812,A_33_P3380807
A_72_P232817,A_23_P109913
A_72_P232827,A_23_P14284
A_72_P232832,A_33_P3334828
A_72_P232837,A_23_P152655
A_72_P232842,A_23_P23783
A_72_P232847,A_23_P59138
A_72_P232847,A_19_P00318037
A_72_P232847,A_24_P144601
A_72_P232857,A_24_P82106
A_72_P232867,A_23_P143694
A_72_P232877,A_24_P63262
A_72_P232882,A_24_P166126
A_72_P232887,A_23_P104798
A_72_P232902,A_32_P88415
A_72_P232907,A_23_P151851
A_72_P232922,A_23_P43779
A_72_P233212,A_24_P122732
A_72_P233267,A_23_P311740
A_72_P233352,A_23_P101208
A_72_P233352,A_33_P3311076
A_72_P233472,A_23_P88435
A_72_P233572,A_23_P128930
A_72_P233587,A_23_P36513
A_72_P233587,A_33_P3340254
A_72_P233607,A_23_P52031
A_72_P233617,A_23_P133284
A_72_P233732,A_24_P98277
A_72_P233732,A_23_P71440
A_72_P234022,A_23_P63343
A_72_P234057,A_19_P00811204
A_72_P234057,A_23_P375147
A_72_P234057,A_33_P3345504
A_72_P234432,A_23_P371824
A_72_P234542,A_33_P3270019
A_72_P234542,A_23_P428999
A_72_P234657,A_33_P3443165
A_72_P234702,A_23_P118888
A_72_P234702,A_24_P356406
A_72_P235152,A_23_P92467
A_72_P235472,A_24_P176255
A_72_P235472,A_23_P205789
A_72_P235677,A_23_P210643
A_72_P235742,A_23_P408167
A_72_P236057,A_24_P80204
A_72_P236222,A_33_P3262814
A_72_P236277,A_24_P37441
A_72_P236407,A_23_P68327
A_72_P236407,A_33_P3233160
A_72_P236482,A_23_P19673
A_72_P236677,A_23_P137209
A_72_P236687,A_33_P3261019
A_72_P236737,A_23_P101551
A_72_P236782,A_23_P160631
A_72_P236867,A_23_P250607
A_72_P236972,A_23_P30547
A_72_P237312,A_33_P3340769
A_72_P237342,A_23_P75622
A_72_P237517,A_23_P156970
A_72_P237532,A_32_P113436
A_72_P237532,A_32_P8015
A_72_P237532,A_32_P216426
A_72_P237532,A_32_P19431
A_72_P237532,A_33_P3384260
A_72_P237532,A_32_P42197
A_72_P237612,A_23_P58407
A_72_P237612,A_23_P212968
A_72_P237612,A_23_P386912
A_72_P237612,A_23_P136671
A_72_P237612,A_23_P7342
A_72_P237642,A_23_P1173
A_72_P237972,A_33_P3252093
A_72_P237972,A_24_P917833
A_72_P238948,A_23_P387057
A_72_P238948,A_23_P81912
A_72_P238977,A_33_P3238250
A_72_P238977,A_24_P319364
A_72_P239617,A_23_P416581
A_72_P239872,A_23_P208847
A_72_P240052,A_23_P20196
A_72_P240222,A_33_P3406567
A_72_P240517,A_23_P36753
A_72_P240517,A_24_P227450
A_72_P240672,A_33_P3443165
A_72_P240852,A_33_P3844650
A_72_P240887,A_23_P106174
A_72_P240887,A_23_P205686
A_72_P241072,A_33_P3443165
A_72_P241202,A_24_P282762
A_72_P241367,A_33_P3418833
A_72_P242117,A_33_P3244473
A_72_P242117,A_33_P3293386
A_72_P242117,A_23_P215024
A_72_P242137,A_33_P3314902
A_72_P242197,A_23_P131935
A_72_P242197,A_24_P365506
A_72_P242277,A_23_P119907
A_72_P242762,A_24_P329635
A_72_P242807,A_32_P154021
A_72_P242947,A_23_P54357
A_72_P243142,A_23_P212310
A_72_P243142,A_33_P3348313
A_72_P243242,A_24_P323941
A_72_P243932,A_23_P168898
A_72_P243932,A_32_P110243
A_72_P243982,A_32_P208178
A_72_P243982,A_23_P144497
A_72_P243982,A_32_P58074
A_72_P244627,A_23_P125383
A_72_P244967,A_23_P68072
A_72_P244972,A_23_P257423
A_72_P245007,A_23_P20196
A_72_P245042,A_23_P102694
A_72_P245082,A_23_P161324
A_72_P245142,A_23_P52974
A_72_P245267,A_33_P3420545
A_72_P245437,A_33_P3211633
A_72_P245437,A_24_P122524
A_72_P245492,A_23_P28772
A_72_P245497,A_32_P83845
A_72_P245502,A_23_P120942
A_72_P245592,A_24_P395814
A_72_P245592,A_23_P27709
A_72_P245592,A_23_P218505
